Demographic,Mean Scale Score
Hispanic,
White,
Asian,s
Black,674
Hispanic,681
White,687
Asian,697
Black,677
Hispanic,685
White,694
Asian,s
Black,s
Hispanic,s
White,712
Asian,s
Black,s
Hispanic,s
White,728
Black,s
Hispanic,s
White,718
White,720
Black,s
Hispanic,s
White,704
Black,s
White,699
Black,s
White,704
Asian,s
Black,s
Hispanic,s
White,704
Asian,s
Black,s
Hispanic,s
White,698
Asian,s
Black,s
Hispanic,s
White,721
Black,s
Hispanic,s
White,718
Asian,s
Black,s
White,727
Black,s
Hispanic,s
White,714
Hispanic,s
White,713
Asian,s
Black,s
Hispanic,s
White,702
Asian,s
Black,668
Hispanic,s
White,701
Asian,s
Black,s
Hispanic,s
White,710
Asian,s
Black,s
Hispanic,s
White,715
Black,s
Hispanic,s
White,707
Asian,s
Black,s
White,718
Black,s
Hispanic,s
White,726
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,s
Black,692
Hispanic,s
White,710
Black,s
Hispanic,s
White,714
Asian,708
Black,670
Hispanic,689
White,690
Asian,696
Black,676
Hispanic,672
White,709
Asian,691
Black,662
Hispanic,690
White,708
Asian,689
Black,674
Hispanic,678
White,696
Asian,695
Black,673
Hispanic,683
White,702
Asian,685
Black,686
Hispanic,689
White,693
Asian,s
Black,674
Hispanic,681
White,691
Asian,685
Black,664
Hispanic,670
White,689
Asian,693
Black,675
Hispanic,677
White,695
Asian,705
Black,672
Hispanic,671
White,705
Asian,715
Black,671
Hispanic,695
White,724
Asian,700
Black,679
Hispanic,702
White,715
Asian,714
Black,664
Hispanic,693
White,702
Asian,700
Black,702
Hispanic,691
White,709
Asian,682
Black,660
Hispanic,642
White,665
Asian,680
Black,661
Hispanic,680
White,684
Asian,702
Black,667
Hispanic,688
White,697
Asian,711
Black,670
Hispanic,676
White,704
Asian,696
Black,658
Hispanic,691
White,713
Asian,700
Black,672
Hispanic,689
White,698
Asian,719
Black,663
Hispanic,695
White,705
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,701
Black,675
Hispanic,690
White,698
Asian,708
Black,681
Hispanic,690
White,701
Asian,s
Black,669
Hispanic,660
Asian,s
Black,686
Hispanic,680
White,s
Asian,s
Black,677
Hispanic,s
Asian,s
Black,681
Hispanic,s
Asian,s
Black,680
Hispanic,675
Black,679
Hispanic,s
Asian,s
Black,680
Hispanic,690
White,s
Asian,s
Black,664
Hispanic,673
White,s
Asian,s
Black,668
Hispanic,656
Asian,s
Black,670
Hispanic,661
Asian,s
Black,671
Hispanic,s
Asian,s
Black,672
Asian,s
Black,689
Hispanic,s
Black,686
Hispanic,s
White,s
Asian,s
Black,642
Hispanic,s
White,s
Asian,s
Black,665
Hispanic,s
Asian,s
Black,670
Hispanic,672
Asian,s
Black,676
Hispanic,677
Asian,s
Black,667
Hispanic,s
White,s
Black,678
Hispanic,s
Asian,s
Black,680
Hispanic,s
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
Asian,
Black,
Hispanic,
Asian,
Black,
Hispanic,
White,
Asian,s
Black,682
Hispanic,692
Asian,s
Black,682
Hispanic,696
White,s
Asian,696
Black,678
Hispanic,672
White,690
Asian,s
Black,686
Hispanic,688
White,674
Asian,s
Black,680
Hispanic,684
White,s
Asian,s
Black,688
Hispanic,696
White,s
Asian,s
Black,686
Hispanic,687
White,s
Asian,s
Black,679
Hispanic,677
White,681
Asian,s
Black,681
Hispanic,678
White,678
Asian,684
Black,658
Hispanic,663
White,667
Asian,s
Black,671
Hispanic,665
White,692
Asian,s
Black,674
Hispanic,663
White,s
Asian,s
Black,676
Hispanic,677
White,s
Asian,s
Black,677
Hispanic,686
White,s
Black,686
Hispanic,684
White,s
Asian,s
Black,686
Hispanic,687
White,709
Asian,693
Black,649
Hispanic,658
White,652
Asian,699
Black,674
Hispanic,679
White,671
Black,683
Hispanic,690
White,706
Asian,s
Black,683
Hispanic,684
White,s
Asian,s
Black,676
Hispanic,676
White,s
Asian,s
Black,681
Hispanic,690
White,s
Black,684
Hispanic,681
White,s
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,692
Black,682
Hispanic,684
White,686
Asian,704
Black,684
Hispanic,681
White,693
Asian,704
Black,s
Hispanic,s
White,693
Asian,718
Black,672
Hispanic,691
White,713
Asian,719
Black,675
Hispanic,687
White,705
Asian,712
Black,673
Hispanic,681
White,703
Asian,729
Black,s
Hispanic,688
White,709
Asian,704
Hispanic,681
White,700
Asian,705
Black,s
Hispanic,690
White,700
Asian,711
Black,672
Hispanic,677
White,692
Asian,710
Black,s
Hispanic,678
White,694
Asian,706
Black,654
Hispanic,674
White,699
Asian,710
Black,s
Hispanic,673
White,689
Asian,711
Black,690
Hispanic,686
White,702
Asian,720
Black,s
Hispanic,679
White,706
Asian,721
Black,s
Hispanic,677
White,708
Asian,700
Black,s
Hispanic,634
White,692
Asian,714
Black,679
Hispanic,668
White,689
Asian,709
Black,s
Hispanic,667
White,697
Asian,710
Black,670
Hispanic,677
White,704
Asian,706
Black,s
Hispanic,674
White,694
Asian,707
Black,694
Hispanic,685
White,700
Asian,722
Black,s
Hispanic,682
White,711
Asian,682
Black,682
Hispanic,s
White,691
Asian,701
Black,681
Hispanic,677
White,696
Asian,712
Black,708
Hispanic,692
White,708
Asian,700
Black,699
Hispanic,688
White,699
Asian,707
Black,690
Hispanic,681
White,708
Asian,693
Black,683
Hispanic,666
White,693
Asian,702
Black,676
Hispanic,682
Asian,s
White,698
Asian,691
Black,669
Hispanic,s
White,681
Asian,700
Black,680
Hispanic,663
White,694
Asian,705
Black,672
Hispanic,676
White,693
Asian,706
Black,700
Hispanic,689
White,703
Asian,695
Black,695
Hispanic,686
White,691
Asian,700
Black,681
Hispanic,670
White,692
Asian,697
Black,689
Hispanic,667
White,693
Asian,685
Black,646
Hispanic,645
White,658
Asian,705
Black,655
Hispanic,s
White,693
Asian,696
Black,685
Hispanic,s
White,697
Asian,707
Black,679
Hispanic,677
White,688
Asian,708
Black,693
Hispanic,695
White,700
Asian,700
Black,697
Hispanic,676
White,696
Asian,704
Black,683
Hispanic,675
White,701
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,707
Black,688
Hispanic,677
White,698
Asian,711
Black,682
Hispanic,680
White,703
Asian,725
Black,695
Hispanic,694
White,706
Asian,731
Black,699
Hispanic,702
White,721
Asian,735
Black,699
Hispanic,695
White,708
Asian,718
Black,708
Hispanic,727
White,717
Asian,732
Black,688
Hispanic,699
White,713
Asian,706
Black,690
Hispanic,696
White,697
Asian,704
Black,690
Hispanic,704
White,700
Asian,706
Black,678
Hispanic,706
White,703
Asian,707
Black,687
Hispanic,695
White,698
Asian,717
Black,693
Hispanic,690
White,705
Asian,729
Black,690
Hispanic,700
White,706
Asian,719
Black,687
Hispanic,698
White,698
Asian,722
Black,690
Black,s
Hispanic,696
White,707
Asian,725
Black,698
Hispanic,700
White,707
Asian,697
Black,677
Hispanic,680
White,697
Asian,696
Black,684
Hispanic,696
White,695
Asian,700
Black,683
Hispanic,691
White,695
Asian,716
Black,690
Hispanic,694
White,709
Asian,734
Black,683
Hispanic,688
White,693
Asian,710
Black,689
Hispanic,700
White,702
Asian,723
Black,690
Hispanic,691
White,707
Asian,s
Black,679
Hispanic,696
White,696
Asian,697
Black,687
Hispanic,694
White,701
Asian,711
Black,691
Hispanic,704
Asian,s
White,701
Asian,706
Black,695
Hispanic,682
White,700
Asian,729
Black,692
Hispanic,700
White,712
Asian,706
Black,696
Hispanic,698
White,706
Asian,s
Black,685
Hispanic,687
White,702
Asian,689
Black,684
Hispanic,691
White,691
Asian,686
Black,683
Hispanic,690
White,686
Asian,696
Black,688
Hispanic,679
White,696
Asian,729
Black,680
Hispanic,692
White,700
Asian,s
Black,677
Hispanic,690
White,683
Asian,694
Black,687
Hispanic,693
White,693
Asian,690
Black,680
Hispanic,687
White,689
Asian,700
Black,690
Hispanic,681
White,694
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,710
Black,689
Hispanic,693
White,701
Asian,715
Black,691
Hispanic,696
White,702
Asian,687
Black,677
Hispanic,667
White,686
Asian,696
Black,691
Hispanic,690
White,705
Asian,701
Black,676
Hispanic,697
White,702
Asian,703
Black,692
Hispanic,702
White,712
Asian,705
Black,683
Hispanic,690
White,721
Asian,691
Black,685
Hispanic,690
White,684
Asian,693
Black,688
Hispanic,687
White,694
Asian,690
Black,669
Hispanic,676
White,685
Asian,687
Black,672
Hispanic,671
White,677
Asian,693
Black,682
Hispanic,688
White,703
Asian,703
Black,675
Hispanic,705
White,713
Asian,690
Black,677
Hispanic,689
White,695
Asian,694
Black,676
Hispanic,685
White,699
Asian,701
Black,685
Hispanic,690
White,685
Asian,691
Black,668
Hispanic,674
White,693
Asian,692
Black,672
Hispanic,679
White,688
Asian,694
Black,684
Hispanic,684
White,698
Asian,691
Black,682
Hispanic,686
White,707
Asian,695
Black,680
Hispanic,699
White,703
Asian,693
Black,685
Hispanic,693
White,692
Asian,704
Black,690
Hispanic,693
White,709
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,693
Black,681
Hispanic,690
White,691
Asian,699
Black,688
Hispanic,690
White,696
Asian,710
Black,690
Hispanic,686
White,704
Asian,714
Black,692
Hispanic,692
White,718
Asian,717
Black,692
Hispanic,699
White,706
Asian,721
Black,684
Hispanic,695
White,715
Asian,721
Black,707
Hispanic,716
White,723
Asian,701
Black,690
Hispanic,689
White,698
Asian,700
Black,691
Hispanic,688
White,698
Asian,717
Black,688
Hispanic,673
White,710
Asian,722
Black,687
Hispanic,691
White,704
Asian,726
Black,702
Hispanic,697
White,715
Asian,720
Black,701
Hispanic,706
White,723
Asian,733
Black,696
Hispanic,695
White,717
Asian,712
Black,701
Hispanic,701
White,708
Asian,730
Black,712
Hispanic,712
White,729
Asian,700
Black,674
Hispanic,691
White,684
Asian,719
Black,692
Hispanic,683
White,705
Asian,732
Black,696
Hispanic,702
White,712
Asian,711
Black,692
Hispanic,695
White,708
Asian,724
Black,698
Hispanic,700
White,712
Asian,709
Black,694
Hispanic,695
White,710
Asian,721
Black,710
Hispanic,709
White,715
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,707
Black,696
Hispanic,696
White,706
Asian,717
Black,705
Hispanic,705
White,715
Asian,688
Black,665
Hispanic,653
White,684
Asian,701
Black,682
Hispanic,674
White,687
Asian,713
Black,688
Asian,s
Hispanic,693
White,701
Asian,710
Black,695
Hispanic,692
White,703
Asian,712
Black,695
Hispanic,693
White,701
Asian,712
Black,693
Hispanic,693
White,703
Asian,721
Black,703
Hispanic,695
White,711
Asian,684
Black,662
Hispanic,654
White,683
Asian,695
Black,670
Hispanic,661
White,690
Asian,702
Black,686
Hispanic,680
White,690
Asian,715
Black,687
Hispanic,689
White,699
Asian,699
Black,687
Hispanic,688
White,695
Asian,711
Black,691
Hispanic,689
White,701
Asian,714
Black,691
Hispanic,691
White,705
Asian,689
Black,648
Hispanic,647
White,676
Asian,690
Black,663
Hispanic,654
White,681
Asian,696
Black,673
Hispanic,663
White,686
Asian,704
Black,686
Hispanic,680
White,691
Asian,712
Black,688
Hispanic,689
White,698
Asian,704
Black,691
Hispanic,686
White,699
Asian,713
Black,693
Hispanic,691
White,701
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,709
Black,691
Hispanic,689
White,701
Asian,716
Black,696
Hispanic,693
White,706
Asian,717
Black,675
Hispanic,680
White,704
Asian,s
Black,701
Hispanic,702
White,710
Asian,s
Black,696
Hispanic,713
White,727
Asian,s
Black,697
Hispanic,705
White,717
Asian,s
Black,690
Hispanic,s
White,710
Asian,703
Black,689
Hispanic,691
White,700
Asian,s
Black,691
Hispanic,694
White,701
Asian,734
Black,674
Hispanic,687
White,709
Asian,716
Black,692
Hispanic,687
White,703
Asian,s
Black,700
Hispanic,708
White,723
Asian,s
Black,699
Hispanic,717
White,744
Asian,s
Black,707
Hispanic,725
White,724
Asian,s
Black,689
Hispanic,672
White,724
Asian,724
Black,699
Hispanic,721
White,736
Asian,s
Black,669
Hispanic,665
White,696
Asian,s
Black,687
Hispanic,679
White,713
Asian,721
Black,695
Hispanic,689
White,708
Asian,s
Black,691
Hispanic,686
White,702
Asian,s
Black,680
Hispanic,687
White,712
Black,686
Hispanic,695
White,702
Asian,s
Black,688
Hispanic,s
White,712
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,718
Black,688
Hispanic,688
White,709
Asian,717
Black,692
Hispanic,703
White,715
Asian,686
Black,659
Hispanic,655
White,668
Asian,686
Black,656
Hispanic,660
White,688
Asian,697
Black,667
Hispanic,666
White,680
Asian,677
Black,669
Hispanic,672
White,674
Asian,693
Black,668
Hispanic,675
White,678
Asian,687
Black,667
Hispanic,674
White,s
Asian,686
Black,673
Hispanic,669
White,681
Asian,675
Black,643
Hispanic,652
White,668
Asian,693
Black,659
Hispanic,653
White,676
Asian,684
Black,661
Hispanic,658
White,674
Asian,704
Black,673
Hispanic,675
White,687
Asian,678
Black,663
Hispanic,668
White,676
Asian,683
Black,667
Hispanic,675
White,663
Asian,681
Black,665
Hispanic,673
White,s
Asian,688
Black,646
Hispanic,653
White,692
Asian,685
Black,645
Hispanic,655
White,680
Asian,692
Black,662
Hispanic,661
White,688
Asian,697
Black,668
Hispanic,670
White,681
Asian,710
Black,677
Hispanic,676
White,683
Asian,691
Black,676
Hispanic,673
White,680
Asian,700
Black,679
Hispanic,686
White,678
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,687
Black,670
Hispanic,674
White,669
Asian,690
Black,673
Hispanic,677
White,679
Asian,s
Black,670
Hispanic,s
Black,670
Asian,s
Black,677
Black,682
Hispanic,s
Black,700
Hispanic,s
Black,694
Hispanic,698
White,s
Black,663
Hispanic,s
Black,s
Black,679
Hispanic,664
Black,687
Hispanic,s
Asian,s
Black,673
Hispanic,s
Asian,s
Black,678
Hispanic,s
Black,703
Hispanic,716
Black,653
Hispanic,s
Black,675
Hispanic,s
Black,693
Hispanic,s
Black,694
Black,688
Hispanic,s
Asian,s
Black,681
Hispanic,s
Asian,
Black,
Hispanic,
Black,
Asian,
Black,
Hispanic,
Asian,
Black,
Hispanic,
Asian,
Black,
Hispanic,
Asian,s
Black,689
Hispanic,688
Asian,s
Black,694
Hispanic,702
White,s
Asian,s
Black,673
Hispanic,676
White,s
Asian,s
Black,684
Hispanic,654
White,s
Asian,s
Black,686
Hispanic,669
White,s
Asian,s
Black,684
Hispanic,684
White,s
Black,682
Hispanic,667
White,s
Asian,686
Black,682
Hispanic,675
White,s
Black,684
Hispanic,s
White,s
Asian,s
Black,664
Hispanic,630
White,s
Asian,s
Black,675
Hispanic,662
White,s
Asian,s
Black,667
Hispanic,646
White,s
Asian,s
Black,679
Hispanic,652
White,s
Asian,s
Black,673
Hispanic,676
Asian,s
Black,676
Hispanic,663
White,s
Asian,684
Black,678
Hispanic,664
White,s
Asian,s
Black,666
Hispanic,684
White,s
Asian,s
Black,667
Hispanic,633
White,s
Asian,s
Black,686
Hispanic,671
White,s
Asian,s
Black,682
Hispanic,659
White,s
Asian,s
Black,683
Hispanic,669
White,s
Asian,s
Black,685
Hispanic,695
Asian,s
Black,684
Hispanic,s
White,s
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,686
Black,681
Hispanic,680
White,s
Asian,683
Black,682
Hispanic,668
White,696
Asian,717
Black,713
Hispanic,699
White,707
Asian,732
Black,694
Hispanic,712
White,716
Asian,722
Black,702
Hispanic,699
White,701
Asian,716
Black,705
Hispanic,694
White,725
Asian,727
Black,692
Hispanic,702
White,723
Asian,705
Black,646
Hispanic,695
White,698
Asian,702
Black,s
Hispanic,700
White,702
Asian,724
Black,669
Hispanic,672
White,689
Asian,720
Black,700
Hispanic,706
White,708
Asian,728
Black,685
Hispanic,696
White,716
Asian,738
Black,722
Hispanic,705
White,716
Asian,730
Black,693
Hispanic,688
White,724
Asian,730
Black,695
Hispanic,723
White,718
Asian,725
Black,662
Hispanic,700
White,713
Asian,719
Black,661
Hispanic,668
White,687
Asian,710
Black,655
Hispanic,680
White,698
Asian,719
Black,705
Hispanic,s
White,710
Asian,732
Black,688
Hispanic,712
White,718
Asian,717
Black,696
Hispanic,699
White,700
Asian,713
Black,698
Hispanic,676
White,709
Asian,725
Black,682
Hispanic,709
White,713
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,716
Black,680
Hispanic,697
White,707
Asian,718
Black,675
Hispanic,703
White,709
Asian,689
Black,672
Hispanic,666
White,690
Asian,712
Black,673
Hispanic,697
White,721
Asian,711
Black,641
Hispanic,683
White,718
Asian,709
Black,s
Hispanic,711
White,712
Asian,701
Black,678
Hispanic,677
White,709
Asian,695
Black,684
Hispanic,683
White,695
Asian,704
Black,s
Hispanic,699
White,701
Asian,707
Black,652
Hispanic,679
White,703
Asian,693
Black,668
Hispanic,673
White,696
Asian,704
Black,656
Hispanic,689
White,708
Asian,710
Black,657
Hispanic,690
White,725
Asian,708
Black,702
Hispanic,705
White,715
Asian,702
Black,672
Hispanic,691
White,707
Asian,717
Black,696
Hispanic,694
White,716
Asian,684
Black,656
Hispanic,648
White,686
Asian,722
Black,664
Hispanic,689
White,705
Asian,705
Black,671
Hispanic,688
White,705
Asian,703
Black,662
Hispanic,693
White,702
Asian,697
Black,655
Hispanic,701
White,699
Asian,706
Black,723
Hispanic,696
White,710
Asian,711
Black,s
Hispanic,694
White,717
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,701
Black,692
Hispanic,689
White,704
Asian,711
Black,698
Hispanic,696
White,712
Asian,s
Black,655
Hispanic,642
White,s
Asian,s
Black,662
Hispanic,672
White,s
Asian,s
Black,672
Hispanic,683
White,s
Black,682
Hispanic,676
White,665
Asian,s
Black,679
Hispanic,677
White,s
Asian,s
Black,675
Hispanic,661
White,s
Black,669
Hispanic,s
Asian,s
Black,648
Hispanic,626
Asian,s
Black,648
Hispanic,661
White,s
Asian,s
Black,658
Hispanic,670
White,s
Asian,s
Black,671
Hispanic,682
White,s
Black,661
Hispanic,659
White,652
Black,662
Hispanic,650
White,s
Asian,s
Black,669
Hispanic,672
White,s
Asian,s
Black,642
Hispanic,641
White,s
Asian,s
Black,658
Hispanic,639
White,s
Asian,s
Black,660
Hispanic,668
White,s
Asian,s
Black,668
Hispanic,680
White,s
Asian,s
Black,672
Hispanic,675
White,s
Asian,s
Black,670
Hispanic,676
White,s
Asian,s
Black,677
Hispanic,681
White,s
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,s
Black,669
Hispanic,663
White,664
Asian,s
Black,672
Hispanic,676
White,s
Asian,s
Black,700
Hispanic,s
White,709
Black,s
White,714
Asian,s
Black,s
Hispanic,693
White,724
Asian,s
Black,s
Hispanic,714
White,696
Asian,s
Black,s
Hispanic,s
White,706
Asian,s
Black,s
Hispanic,690
White,694
Asian,s
Black,s
Hispanic,701
White,699
Black,s
Hispanic,s
White,707
Asian,s
Black,684
Hispanic,s
White,707
Asian,s
Black,s
Hispanic,s
White,706
Asian,s
Black,s
Hispanic,698
White,725
Asian,s
Black,s
Hispanic,730
White,715
Asian,s
Black,s
Hispanic,699
White,712
Asian,s
Black,s
Hispanic,696
White,722
Asian,s
Black,s
Hispanic,s
White,716
Black,s
Hispanic,s
White,705
Asian,s
Black,685
Hispanic,s
White,716
Black,s
Hispanic,s
White,711
Asian,s
Black,s
Hispanic,s
White,702
Asian,s
Black,s
Hispanic,701
White,701
Asian,s
Black,s
Hispanic,694
White,708
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,715
Black,689
Hispanic,696
White,703
Asian,722
Black,682
Hispanic,697
White,709
Asian,650
Black,639
Hispanic,650
White,665
Asian,692
Black,651
Hispanic,659
White,668
Asian,676
Black,653
Hispanic,655
White,674
Asian,675
Black,662
Hispanic,664
White,681
Asian,683
Black,671
Hispanic,667
White,683
Asian,675
Black,666
Hispanic,666
White,682
Asian,690
Black,672
Hispanic,677
White,682
Asian,662
Black,631
Hispanic,637
White,657
Asian,657
Black,642
Hispanic,652
White,663
Asian,663
Black,652
Hispanic,659
White,662
Asian,683
Black,664
Hispanic,664
White,680
Asian,673
Black,663
Hispanic,665
White,675
Asian,686
Black,666
Hispanic,669
White,674
Asian,673
Black,669
Hispanic,661
White,680
Asian,644
Black,632
Hispanic,641
White,648
Asian,670
Black,627
Hispanic,637
White,649
Asian,662
Black,646
Hispanic,647
White,661
Asian,669
Black,655
Hispanic,659
White,660
Asian,675
Black,660
Hispanic,660
White,669
Asian,680
Black,665
Hispanic,667
White,680
Asian,695
Black,673
Hispanic,673
White,680
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
White,s
Asian,681
Black,666
Hispanic,668
White,679
Asian,686
Black,671
Hispanic,671
White,681
Asian,s
Black,690
Hispanic,699
White,701
Asian,s
Black,694
Hispanic,687
White,705
Asian,726
Black,683
Hispanic,701
White,703
Asian,702
Black,709
Hispanic,700
White,710
Asian,s
Black,698
Hispanic,706
White,715
Asian,s
Black,687
Hispanic,687
White,697
Asian,s
Black,694
Hispanic,702
White,703
Asian,710
Black,676
Hispanic,716
White,702
Asian,714
Black,685
Hispanic,701
White,704
Asian,s
Black,691
Hispanic,688
White,711
Asian,734
Black,691
Hispanic,705
White,717
Asian,s
Black,692
Hispanic,691
White,708
Asian,s
Black,691
Hispanic,697
White,717
Asian,s
Black,695
Hispanic,694
White,710
Asian,701
Black,673
Hispanic,686
White,685
Asian,730
Black,676
Hispanic,694
White,693
Asian,s
Black,680
Hispanic,702
White,702
Asian,s
Black,686
Hispanic,683
White,704
Asian,720
Black,685
Hispanic,688
White,703
Asian,s
Black,690
Hispanic,689
White,701
Asian,724
Black,696
Hispanic,699
White,711
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,715
Black,689
Hispanic,691
White,705
Asian,720
Black,695
Hispanic,697
White,707
Asian,s
Black,666
Hispanic,658
White,651
Asian,s
Black,682
Hispanic,685
White,689
Asian,s
Black,683
Hispanic,680
White,s
Asian,s
Black,691
Hispanic,679
White,715
Asian,710
Black,691
Hispanic,685
White,s
Asian,s
Black,681
Hispanic,683
White,s
Asian,683
Black,678
Hispanic,683
White,681
Asian,675
Black,673
Hispanic,666
White,s
Asian,s
Black,668
Hispanic,668
White,s
Asian,707
Black,669
Hispanic,673
White,s
Asian,717
Black,691
Hispanic,687
White,s
Asian,s
Black,689
Hispanic,680
White,s
Asian,694
Black,691
Hispanic,692
White,s
Asian,s
Black,683
Hispanic,682
White,s
Asian,672
Black,663
Hispanic,664
White,669
Asian,692
Black,677
Hispanic,673
White,s
Asian,s
Black,668
Hispanic,676
White,s
Asian,699
Black,674
Hispanic,673
White,s
Asian,694
Black,677
Hispanic,673
White,s
Asian,s
Black,687
Hispanic,676
White,s
Asian,682
Black,683
Hispanic,676
White,s
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,702
Black,687
Hispanic,684
White,696
Asian,683
Black,681
Hispanic,680
White,677
Asian,652
Black,651
Hispanic,653
White,660
Asian,s
Black,663
Hispanic,657
White,653
Asian,692
Black,674
Hispanic,663
White,670
Asian,694
Black,669
Hispanic,664
White,670
Asian,690
Black,673
Hispanic,668
White,680
Asian,686
Black,667
Hispanic,678
White,681
Asian,692
Black,674
Hispanic,673
White,673
Asian,672
Black,650
Hispanic,650
White,656
Asian,657
Black,662
Hispanic,659
White,665
Asian,s
Black,679
Hispanic,660
White,667
Asian,684
Black,671
Hispanic,663
White,672
Asian,693
Black,668
Hispanic,665
White,676
Asian,700
Black,677
Hispanic,680
White,686
Asian,689
Black,671
Hispanic,679
White,690
Asian,693
Black,641
Hispanic,645
White,666
Asian,660
Black,649
Hispanic,647
White,654
Asian,677
Black,664
Hispanic,659
White,673
Asian,685
Black,666
Hispanic,658
White,661
Asian,693
Black,671
Hispanic,665
White,675
Asian,702
Black,669
Hispanic,665
White,678
Asian,694
Black,671
Hispanic,673
White,684
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,
Black,
Hispanic,
White,
Asian,696
Black,671
Hispanic,674
White,681
Asian,692
Black,672
Hispanic,675
White,682
Black,632
Black,644
Hispanic,s
Black,663
Hispanic,s
White,s
Black,680
Black,675
Hispanic,s
Black,677
Hispanic,s
White,s
Black,688
Hispanic,s
White,s
Black,650
Black,633
Hispanic,s
White,s
Black,656
Hispanic,s
Black,672
Hispanic,s
White,s
Black,682
Asian,s
Black,688
Hispanic,s
Black,671
Hispanic,s
White,s
Black,
White,
Black,
Hispanic,
White,
Black,
Hispanic,
White,
Black,
Hispanic,
White,
Black,
Hispanic,
Asian,s
Black,684
Hispanic,687
White,s
Black,680
Hispanic,678
White,s
Black,662
Hispanic,660
Black,668
Hispanic,665
Black,660
Hispanic,655
White,s
Black,666
Hispanic,683
Asian,s
Black,672
Hispanic,672
Asian,s
Black,665
Hispanic,665
Asian,s
Black,675
Hispanic,676
White,s
Black,663
Hispanic,665
White,s
Black,668
Hispanic,664
Black,659
Hispanic,663
Black,659
Hispanic,655
Black,659
Hispanic,664
Asian,s
Black,666
Hispanic,665
Asian,s
Black,660
Hispanic,655
Black,638
Hispanic,639
Black,645
Hispanic,644
White,s
Black,659
Hispanic,659
Black,655
Hispanic,668
