DBN,Demographic,Mean Scale Score
02M442,All Students,661
02M442,All Students,672
02M442,All Students,669
02M442,All Students,688
02M442,All Students,684
02M442,All Students,675
02M442,All Students,675
02M442,All Students,666
02M442,All Students,667
02M442,All Students,659
02M442,All Students,679
02M442,All Students,669
02M442,All Students,673
02M442,All Students,669
02M442,All Students,662
02M442,All Students,668
02M442,All Students,670
02M442,All Students,674
02M442,All Students,676
02M442,All Students,672
02M442,All Students,670
02M442,All Students,657
02M442,All Students,677
02M442,All Students,662
02M442,All Students,668
02M442,All Students,663
02M442,All Students,666
02M442,All Students,667
02M442,All Students,
02M442,All Students,
02M442,All Students,
02M442,All Students,
02M442,All Students,
02M442,All Students,673
02M442,All Students,675
02M655,All Students,655
02M655,All Students,653
02M655,All Students,659
02M655,All Students,653
02M655,All Students,651
02M655,All Students,654
02M655,All Students,650
02M655,All Students,650
02M655,All Students,659
02M655,All Students,659
02M655,All Students,653
02M655,All Students,657
02M655,All Students,656
02M655,All Students,641
02M655,All Students,656
02M655,All Students,657
02M655,All Students,658
02M655,All Students,654
02M655,All Students,644
02M655,All Students,651
02M655,All Students,
02M655,All Students,
02M655,All Students,
02M655,All Students,
02M655,All Students,
02M655,All Students,651
02M655,All Students,654
02M896,All Students,648
02M896,All Students,656
02M896,All Students,662
02M896,All Students,662
02M896,All Students,656
02M896,All Students,660
02M896,All Students,660
02M896,All Students,657
02M896,All Students,659
02M896,All Students,658
02M896,All Students,664
02M896,All Students,664
02M896,All Students,661
02M896,All Students,663
02M896,All Students,660
02M896,All Students,660
02M896,All Students,651
02M896,All Students,659
02M896,All Students,653
02M896,All Students,656
02M896,All Students,656
02M896,All Students,
02M896,All Students,
02M896,All Students,
02M896,All Students,
02M896,All Students,
02M896,All Students,659
02M896,All Students,660
03M009,All Students,678
03M009,All Students,696
03M009,All Students,697
03M009,All Students,693
03M009,All Students,694
03M009,All Students,681
03M009,All Students,677
03M009,All Students,666
03M009,All Students,690
03M009,All Students,687
03M009,All Students,693
03M009,All Students,697
03M009,All Students,697
03M009,All Students,702
03M009,All Students,673
03M009,All Students,678
03M009,All Students,682
03M009,All Students,702
03M009,All Students,697
03M009,All Students,681
03M009,All Students,691
03M009,All Students,
03M009,All Students,
03M009,All Students,
03M009,All Students,
03M009,All Students,
03M009,All Students,687
03M009,All Students,691
03M044,All Students,622
03M044,All Students,639
03M044,All Students,636
03M044,All Students,651
03M044,All Students,617
03M044,All Students,631
03M044,All Students,644
03M044,All Students,647
03M044,All Students,652
03M044,All Students,626
03M044,All Students,626
03M044,All Students,632
03M044,All Students,641
03M044,All Students,641
03M044,All Students,645
03M044,All Students,
03M044,All Students,
03M044,All Students,
03M044,All Students,
03M044,All Students,
03M044,All Students,645
03M054,All Students,669
03M054,All Students,677
03M054,All Students,674
03M054,All Students,687
03M054,All Students,679
03M054,All Students,677
03M054,All Students,676
03M054,All Students,674
03M054,All Students,675
03M054,All Students,678
03M054,All Students,686
03M054,All Students,696
03M054,All Students,678
03M054,All Students,682
03M054,All Students,661
03M054,All Students,668
03M054,All Students,667
03M054,All Students,677
03M054,All Students,675
03M054,All Students,664
03M054,All Students,670
03M054,All Students,
03M054,All Students,
03M054,All Students,
03M054,All Students,
03M054,All Students,
03M054,All Students,673
03M054,All Students,676
03M075,All Students,658
03M075,All Students,658
03M075,All Students,662
03M075,All Students,659
03M075,All Students,670
03M075,All Students,660
03M075,All Students,660
03M075,All Students,663
03M075,All Students,661
03M075,All Students,657
03M075,All Students,660
03M075,All Students,660
03M075,All Students,673
03M075,All Students,670
03M075,All Students,654
03M075,All Students,668
03M075,All Students,664
03M075,All Students,671
03M075,All Students,670
03M075,All Students,665
03M075,All Students,669
03M075,All Students,
03M075,All Students,
03M075,All Students,
03M075,All Students,
03M075,All Students,
03M075,All Students,667
03M075,All Students,667
03M076,All Students,638
03M076,All Students,644
03M076,All Students,641
03M076,All Students,649
03M076,All Students,652
03M076,All Students,658
03M076,All Students,662
03M076,All Students,634
03M076,All Students,636
03M076,All Students,640
03M076,All Students,654
03M076,All Students,651
03M076,All Students,649
03M076,All Students,667
03M076,All Students,626
03M076,All Students,638
03M076,All Students,648
03M076,All Students,656
03M076,All Students,657
03M076,All Students,657
03M076,All Students,657
03M076,All Students,648
03M076,All Students,651
03M076,All Students,655
03M076,All Students,656
03M076,All Students,656
03M076,All Students,648
03M076,All Students,
03M076,All Students,
03M076,All Students,
03M076,All Students,
03M076,All Students,
03M076,All Students,655
03M076,All Students,657
03M084,All Students,646
03M084,All Students,652
03M084,All Students,651
03M084,All Students,661
03M084,All Students,657
03M084,All Students,662
03M084,All Students,667
03M084,All Students,650
03M084,All Students,651
03M084,All Students,651
03M084,All Students,657
03M084,All Students,660
03M084,All Students,664
03M084,All Students,671
03M084,All Students,629
03M084,All Students,651
03M084,All Students,660
03M084,All Students,663
03M084,All Students,661
03M084,All Students,663
03M084,All Students,663
03M084,All Students,
03M084,All Students,
03M084,All Students,
03M084,All Students,
03M084,All Students,
03M084,All Students,663
03M084,All Students,667
03M087,All Students,678
03M087,All Students,684
03M087,All Students,697
03M087,All Students,686
03M087,All Students,689
03M087,All Students,681
03M087,All Students,677
03M087,All Students,681
03M087,All Students,688
03M087,All Students,681
03M087,All Students,692
03M087,All Students,696
03M087,All Students,696
03M087,All Students,697
03M087,All Students,683
03M087,All Students,679
03M087,All Students,681
03M087,All Students,686
03M087,All Students,696
03M087,All Students,678
03M087,All Students,682
03M087,All Students,
03M087,All Students,
03M087,All Students,
03M087,All Students,
03M087,All Students,
03M087,All Students,685
03M087,All Students,686
03M145,All Students,648
03M145,All Students,634
03M145,All Students,654
03M145,All Students,650
03M145,All Students,653
03M145,All Students,657
03M145,All Students,652
03M145,All Students,638
03M145,All Students,650
03M145,All Students,637
03M145,All Students,660
03M145,All Students,657
03M145,All Students,655
03M145,All Students,665
03M145,All Students,639
03M145,All Students,646
03M145,All Students,660
03M145,All Students,657
03M145,All Students,670
03M145,All Students,651
03M145,All Students,659
03M145,All Students,
03M145,All Students,
03M145,All Students,
03M145,All Students,
03M145,All Students,
03M145,All Students,655
03M145,All Students,659
03M149,All Students,633
03M149,All Students,642
03M149,All Students,644
03M149,All Students,651
03M149,All Students,647
03M149,All Students,656
03M149,All Students,651
03M149,All Students,640
03M149,All Students,647
03M149,All Students,643
03M149,All Students,655
03M149,All Students,659
03M149,All Students,653
03M149,All Students,649
03M149,All Students,630
03M149,All Students,640
03M149,All Students,655
03M149,All Students,665
03M149,All Students,660
03M149,All Students,660
03M149,All Students,659
03M149,All Students,619
03M149,All Students,635
03M149,All Students,641
03M149,All Students,661
03M149,All Students,658
03M149,All Students,650
03M149,All Students,652
03M149,All Students,626
03M149,All Students,627
03M149,All Students,639
03M149,All Students,649
03M149,All Students,660
03M149,All Students,656
03M149,All Students,653
03M149,All Students,622
03M149,All Students,618
03M149,All Students,634
03M149,All Students,640
03M149,All Students,639
03M149,All Students,646
03M149,All Students,644
03M149,All Students,
03M149,All Students,
03M149,All Students,
03M149,All Students,
03M149,All Students,
03M149,All Students,654
03M149,All Students,651
03M163,All Students,663
03M163,All Students,672
03M163,All Students,684
03M163,All Students,677
03M163,All Students,673
03M163,All Students,668
03M163,All Students,668
03M163,All Students,656
03M163,All Students,665
03M163,All Students,666
03M163,All Students,677
03M163,All Students,679
03M163,All Students,675
03M163,All Students,685
03M163,All Students,662
03M163,All Students,660
03M163,All Students,674
03M163,All Students,686
03M163,All Students,677
03M163,All Students,674
03M163,All Students,674
03M163,All Students,
03M163,All Students,
03M163,All Students,
03M163,All Students,
03M163,All Students,
03M163,All Students,672
03M163,All Students,676
03M165,All Students,650
03M165,All Students,651
03M165,All Students,648
03M165,All Students,654
03M165,All Students,657
03M165,All Students,665
03M165,All Students,660
03M165,All Students,647
03M165,All Students,641
03M165,All Students,657
03M165,All Students,660
03M165,All Students,665
03M165,All Students,670
03M165,All Students,673
03M165,All Students,644
03M165,All Students,649
03M165,All Students,653
03M165,All Students,666
03M165,All Students,664
03M165,All Students,666
03M165,All Students,666
03M165,All Students,654
03M165,All Students,647
03M165,All Students,655
03M165,All Students,655
03M165,All Students,653
03M165,All Students,657
03M165,All Students,653
03M165,All Students,649
03M165,All Students,650
03M165,All Students,
03M165,All Students,
03M165,All Students,
03M165,All Students,
03M165,All Students,
03M165,All Students,663
03M165,All Students,661
03M166,All Students,687
03M166,All Students,683
03M166,All Students,685
03M166,All Students,681
03M166,All Students,679
03M166,All Students,665
03M166,All Students,671
03M166,All Students,679
03M166,All Students,667
03M166,All Students,678
03M166,All Students,683
03M166,All Students,682
03M166,All Students,680
03M166,All Students,691
03M166,All Students,663
03M166,All Students,686
03M166,All Students,676
03M166,All Students,678
03M166,All Students,676
03M166,All Students,677
03M166,All Students,674
03M166,All Students,
03M166,All Students,
03M166,All Students,
03M166,All Students,
03M166,All Students,
03M166,All Students,674
03M166,All Students,679
03M180,All Students,644
03M180,All Students,651
03M180,All Students,656
03M180,All Students,666
03M180,All Students,668
03M180,All Students,656
03M180,All Students,655
03M180,All Students,663
03M180,All Students,658
03M180,All Students,659
03M180,All Students,664
03M180,All Students,662
03M180,All Students,665
03M180,All Students,670
03M180,All Students,643
03M180,All Students,658
03M180,All Students,656
03M180,All Students,664
03M180,All Students,662
03M180,All Students,668
03M180,All Students,666
03M180,All Students,659
03M180,All Students,662
03M180,All Students,668
03M180,All Students,661
03M180,All Students,660
03M180,All Students,664
03M180,All Students,661
03M180,All Students,667
03M180,All Students,662
03M180,All Students,665
03M180,All Students,662
03M180,All Students,663
03M180,All Students,658
03M180,All Students,651
03M180,All Students,659
03M180,All Students,
03M180,All Students,
03M180,All Students,
03M180,All Students,
03M180,All Students,
03M180,All Students,662
03M180,All Students,663
03M191,All Students,652
03M191,All Students,648
03M191,All Students,650
03M191,All Students,652
03M191,All Students,661
03M191,All Students,660
03M191,All Students,660
03M191,All Students,649
03M191,All Students,650
03M191,All Students,649
03M191,All Students,657
03M191,All Students,666
03M191,All Students,659
03M191,All Students,658
03M191,All Students,639
03M191,All Students,651
03M191,All Students,653
03M191,All Students,667
03M191,All Students,663
03M191,All Students,661
03M191,All Students,660
03M191,All Students,641
03M191,All Students,650
03M191,All Students,648
03M191,All Students,659
03M191,All Students,657
03M191,All Students,660
03M191,All Students,658
03M191,All Students,647
03M191,All Students,651
03M191,All Students,662
03M191,All Students,667
03M191,All Students,663
03M191,All Students,660
03M191,All Students,659
03M191,All Students,642
03M191,All Students,643
03M191,All Students,644
03M191,All Students,660
03M191,All Students,648
03M191,All Students,654
03M191,All Students,654
03M191,All Students,
03M191,All Students,
03M191,All Students,
03M191,All Students,
03M191,All Students,
03M191,All Students,659
03M191,All Students,658
03M199,All Students,687
03M199,All Students,695
03M199,All Students,697
03M199,All Students,692
03M199,All Students,691
03M199,All Students,679
03M199,All Students,677
03M199,All Students,685
03M199,All Students,698
03M199,All Students,691
03M199,All Students,693
03M199,All Students,690
03M199,All Students,695
03M199,All Students,701
03M199,All Students,686
03M199,All Students,696
03M199,All Students,698
03M199,All Students,711
03M199,All Students,708
03M199,All Students,680
03M199,All Students,686
03M199,All Students,713
03M199,All Students,691
03M199,All Students,694
03M199,All Students,713
03M199,All Students,690
03M199,All Students,684
03M199,All Students,695
03M199,All Students,698
03M199,All Students,691
03M199,All Students,691
03M199,All Students,694
03M199,All Students,678
03M199,All Students,
03M199,All Students,
03M199,All Students,
03M199,All Students,
03M199,All Students,
03M199,All Students,684
03M199,All Students,688
03M208,All Students,637
03M208,All Students,640
03M208,All Students,646
03M208,All Students,649
03M208,All Students,651
03M208,All Students,654
03M208,All Students,659
03M208,All Students,634
03M208,All Students,644
03M208,All Students,636
03M208,All Students,657
03M208,All Students,664
03M208,All Students,659
03M208,All Students,661
03M208,All Students,633
03M208,All Students,637
03M208,All Students,650
03M208,All Students,655
03M208,All Students,660
03M208,All Students,662
03M208,All Students,661
03M208,All Students,
03M208,All Students,
03M208,All Students,
03M208,All Students,
03M208,All Students,
03M208,All Students,658
03M208,All Students,661
03M241,All Students,624
03M241,All Students,631
03M241,All Students,640
03M241,All Students,640
03M241,All Students,648
03M241,All Students,664
03M241,All Students,646
03M241,All Students,628
03M241,All Students,629
03M241,All Students,634
03M241,All Students,660
03M241,All Students,664
03M241,All Students,653
03M241,All Students,668
03M241,All Students,627
03M241,All Students,643
03M241,All Students,639
03M241,All Students,654
03M241,All Students,662
03M241,All Students,659
03M241,All Students,652
03M241,All Students,624
03M241,All Students,636
03M241,All Students,633
03M241,All Students,651
03M241,All Students,615
03M241,All Students,626
03M241,All Students,635
03M241,All Students,644
03M241,All Students,654
03M241,All Students,615
03M241,All Students,634
03M241,All Students,628
03M241,All Students,647
03M241,All Students,636
03M241,All Students,643
03M241,All Students,
03M241,All Students,
03M241,All Students,
03M241,All Students,
03M241,All Students,
03M241,All Students,653
03M241,All Students,656
03M242,All Students,649
03M242,All Students,639
03M242,All Students,656
03M242,All Students,655
03M242,All Students,655
03M242,All Students,650
03M242,All Students,650
03M242,All Students,643
03M242,All Students,643
03M242,All Students,636
03M242,All Students,650
03M242,All Students,652
03M242,All Students,658
03M242,All Students,652
03M242,All Students,643
03M242,All Students,652
03M242,All Students,647
03M242,All Students,655
03M242,All Students,656
03M242,All Students,663
03M242,All Students,656
03M242,All Students,
03M242,All Students,
03M242,All Students,
03M242,All Students,
03M242,All Students,
03M242,All Students,658
03M245,All Students,654
03M242,All Students,653
03M243,All Students,691
03M243,All Students,684
03M243,All Students,692
03M243,All Students,702
03M243,All Students,702
03M243,All Students,683
03M243,All Students,686
03M243,All Students,681
03M243,All Students,677
03M243,All Students,681
03M243,All Students,684
03M243,All Students,677
03M243,All Students,677
03M243,All Students,679
03M243,All Students,684
03M243,All Students,687
03M243,All Students,699
03M243,All Students,692
03M243,All Students,705
03M243,All Students,683
03M243,All Students,680
03M243,All Students,681
03M243,All Students,670
03M243,All Students,690
03M243,All Students,696
03M243,All Students,683
03M243,All Students,665
03M243,All Students,681
03M243,All Students,
03M243,All Students,
03M243,All Students,
03M243,All Students,
03M243,All Students,
03M243,All Students,677
03M243,All Students,682
03M245,All Students,666
03M245,All Students,661
03M245,All Students,664
03M245,All Students,671
03M245,All Students,666
03M245,All Students,672
03M245,All Students,669
03M245,All Students,661
03M245,All Students,667
03M245,All Students,674
03M245,All Students,680
03M245,All Students,670
03M245,All Students,676
03M245,All Students,663
03M245,All Students,663
03M245,All Students,664
03M245,All Students,668
03M245,All Students,656
03M245,All Students,661
03M245,All Students,665
03M245,All Students,
03M245,All Students,
03M245,All Students,
03M245,All Students,
03M245,All Students,
03M245,All Students,668
03M245,All Students,670
03M247,All Students,639
03M247,All Students,642
03M247,All Students,640
03M247,All Students,653
03M247,All Students,652
03M247,All Students,655
03M247,All Students,655
03M247,All Students,639
03M247,All Students,635
03M247,All Students,648
03M247,All Students,655
03M247,All Students,657
03M247,All Students,657
03M247,All Students,660
03M247,All Students,631
03M247,All Students,644
03M247,All Students,638
03M247,All Students,653
03M247,All Students,650
03M247,All Students,647
03M247,All Students,653
03M247,All Students,
03M247,All Students,
03M247,All Students,
03M247,All Students,
03M247,All Students,
03M247,All Students,653
03M247,All Students,656
03M250,All Students,648
03M250,All Students,651
03M250,All Students,654
03M250,All Students,666
03M250,All Students,656
03M250,All Students,660
03M250,All Students,658
03M250,All Students,646
03M250,All Students,655
03M250,All Students,655
03M250,All Students,660
03M250,All Students,663
03M250,All Students,659
03M250,All Students,661
03M250,All Students,640
03M250,All Students,654
03M250,All Students,657
03M250,All Students,664
03M250,All Students,655
03M250,All Students,652
03M250,All Students,650
03M250,All Students,
03M250,All Students,
03M250,All Students,
03M250,All Students,
03M250,All Students,
03M250,All Students,657
03M250,All Students,657
03M256,All Students,632
03M256,All Students,650
03M256,All Students,640
03M256,All Students,651
03M256,All Students,646
03M256,All Students,645
03M256,All Students,655
03M256,All Students,620
03M256,All Students,648
03M256,All Students,662
03M256,All Students,651
03M256,All Students,648
03M256,All Students,648
03M256,All Students,652
03M256,All Students,625
03M256,All Students,637
03M256,All Students,647
03M256,All Students,654
03M256,All Students,642
03M256,All Students,642
03M256,All Students,645
03M256,All Students,
03M256,All Students,
03M256,All Students,
03M256,All Students,
03M256,All Students,
03M256,All Students,645
03M256,All Students,651
03M258,All Students,636
03M258,All Students,645
03M258,All Students,653
03M258,All Students,659
03M258,All Students,654
03M258,All Students,660
03M258,All Students,659
03M258,All Students,630
03M258,All Students,650
03M258,All Students,655
03M258,All Students,664
03M258,All Students,659
03M258,All Students,659
03M258,All Students,662
03M258,All Students,629
03M258,All Students,639
03M258,All Students,646
03M258,All Students,655
03M258,All Students,656
03M258,All Students,651
03M258,All Students,655
03M258,All Students,
03M258,All Students,
03M258,All Students,
03M258,All Students,
03M258,All Students,
03M258,All Students,656
03M258,All Students,659
03M333,All Students,675
03M333,All Students,677
03M333,All Students,680
03M333,All Students,682
03M333,All Students,695
03M333,All Students,675
03M333,All Students,675
03M333,All Students,689
03M333,All Students,683
03M333,All Students,677
03M333,All Students,677
03M333,All Students,689
03M333,All Students,693
03M333,All Students,686
03M333,All Students,682
03M333,All Students,676
03M333,All Students,673
03M333,All Students,687
03M333,All Students,680
03M333,All Students,680
03M333,All Students,682
03M333,All Students,649
03M333,All Students,661
03M333,All Students,664
03M333,All Students,668
03M333,All Students,657
03M333,All Students,671
03M333,All Students,669
03M333,All Students,649
03M333,All Students,669
03M333,All Students,667
03M333,All Students,678
03M333,All Students,664
03M333,All Students,660
03M333,All Students,667
03M333,All Students,654
03M333,All Students,664
03M333,All Students,656
03M333,All Students,662
03M333,All Students,663
03M333,All Students,656
03M333,All Students,658
03M333,All Students,
03M333,All Students,
03M333,All Students,
03M333,All Students,
03M333,All Students,
03M333,All Students,674
03M333,All Students,675
03M334,All Students,716
03M334,All Students,718
03M334,All Students,728
03M334,All Students,723
03M334,All Students,729
03M334,All Students,695
03M334,All Students,697
03M334,All Students,710
03M334,All Students,725
03M334,All Students,730
03M334,All Students,716
03M334,All Students,715
03M334,All Students,706
03M334,All Students,726
03M334,All Students,729
03M334,All Students,715
03M334,All Students,705
03M334,All Students,721
03M334,All Students,725
03M334,All Students,696
03M334,All Students,698
03M334,All Students,720
03M334,All Students,716
03M334,All Students,716
03M334,All Students,723
03M334,All Students,718
03M334,All Students,696
03M334,All Students,693
03M334,All Students,707
03M334,All Students,711
03M334,All Students,705
03M334,All Students,706
03M334,All Students,735
03M334,All Students,697
03M334,All Students,696
03M334,All Students,696
03M334,All Students,696
03M334,All Students,707
03M334,All Students,710
03M334,All Students,703
03M334,All Students,685
03M334,All Students,693
03M334,All Students,
03M334,All Students,
03M334,All Students,
03M334,All Students,
03M334,All Students,
03M334,All Students,696
03M334,All Students,700
03M415,All Students,626
03M415,All Students,640
03M415,All Students,641
03M415,All Students,657
03M415,All Students,652
03M415,All Students,653
03M415,All Students,654
03M415,All Students,626
03M415,All Students,634
03M415,All Students,648
03M415,All Students,652
03M415,All Students,651
03M415,All Students,656
03M415,All Students,659
03M415,All Students,624
03M415,All Students,631
03M415,All Students,632
03M415,All Students,650
03M415,All Students,639
03M415,All Students,640
03M415,All Students,646
03M415,All Students,
03M415,All Students,
03M415,All Students,
03M415,All Students,
03M415,All Students,
03M415,All Students,648
03M415,All Students,653
03M421,All Students,647
03M421,All Students,656
03M421,All Students,657
03M421,All Students,652
03M421,All Students,656
03M421,All Students,647
03M421,All Students,
03M421,All Students,654
03M421,All Students,654
03M859,All Students,704
03M859,All Students,691
03M859,All Students,680
03M859,All Students,713
03M859,All Students,728
03M859,All Students,716
03M859,All Students,736
03M859,All Students,690
03M859,All Students,702
03M859,All Students,711
03M859,All Students,678
03M859,All Students,684
03M859,All Students,736
03M859,All Students,688
03M859,All Students,681
03M859,All Students,673
03M859,All Students,692
03M859,All Students,682
03M859,All Students,
03M859,All Students,695
03M859,All Students,691
03M860,All Students,645
03M860,All Students,645
03M860,All Students,644
03M860,All Students,653
03M860,All Students,653
03M860,All Students,643
03M860,All Students,653
03M860,All Students,649
03M860,All Students,651
03M860,All Students,650
03M860,All Students,656
03M860,All Students,653
03M860,All Students,649
03M860,All Students,651
03M860,All Students,659
03M860,All Students,645
03M860,All Students,648
03M860,All Students,651
03M860,All Students,639
03M860,All Students,641
03M860,All Students,641
03M860,All Students,
03M860,All Students,
03M860,All Students,
03M860,All Students,
03M860,All Students,
03M860,All Students,644
03M860,All Students,649
03M862,All Students,664
03M862,All Students,666
03M862,All Students,659
03M862,All Students,668
03M862,All Students,661
03M862,All Students,672
03M862,All Students,671
03M862,All Students,678
03M862,All Students,668
03M862,All Students,673
03M862,All Students,671
03M862,All Students,672
03M862,All Students,667
03M862,All Students,674
03M862,All Students,666
03M862,All Students,666
03M862,All Students,677
03M862,All Students,676
03M862,All Students,666
03M862,All Students,661
03M862,All Students,660
03M862,All Students,
03M862,All Students,
03M862,All Students,
03M862,All Students,
03M862,All Students,
03M862,All Students,667
03M862,All Students,668
04M007,All Students,662
04M007,All Students,662
04M007,All Students,657
04M007,All Students,665
04M007,All Students,658
04M007,All Students,652
04M007,All Students,658
04M007,All Students,639
04M007,All Students,633
04M007,All Students,656
04M007,All Students,667
04M007,All Students,675
04M007,All Students,670
04M007,All Students,671
04M007,All Students,644
04M007,All Students,647
04M007,All Students,655
04M007,All Students,661
04M007,All Students,670
04M007,All Students,666
04M007,All Students,667
04M007,All Students,625
04M007,All Students,639
04M007,All Students,642
04M007,All Students,652
04M007,All Students,653
04M007,All Students,657
04M007,All Students,657
04M007,All Students,643
04M007,All Students,633
04M007,All Students,650
04M007,All Students,652
04M007,All Students,660
04M007,All Students,656
04M007,All Students,656
04M007,All Students,628
04M007,All Students,634
04M007,All Students,645
04M007,All Students,649
04M007,All Students,646
04M007,All Students,653
04M007,All Students,
04M007,All Students,
04M007,All Students,
04M007,All Students,
04M007,All Students,
04M007,All Students,658
04M007,All Students,660
04M012,All Students,691
04M012,All Students,692
04M012,All Students,686
04M012,All Students,696
04M012,All Students,702
04M012,All Students,681
04M012,All Students,691
04M012,All Students,687
04M012,All Students,684
04M012,All Students,693
04M012,All Students,694
04M012,All Students,689
04M012,All Students,693
04M012,All Students,704
04M012,All Students,689
04M012,All Students,674
04M012,All Students,679
04M012,All Students,693
04M012,All Students,693
04M012,All Students,685
04M012,All Students,683
04M012,All Students,672
04M012,All Students,675
04M012,All Students,667
04M012,All Students,681
04M012,All Students,669
04M012,All Students,672
04M012,All Students,675
04M012,All Students,653
04M012,All Students,657
04M012,All Students,676
04M012,All Students,677
04M012,All Students,681
04M012,All Students,674
04M012,All Students,676
04M012,All Students,654
04M012,All Students,661
04M012,All Students,662
04M012,All Students,675
04M012,All Students,670
04M012,All Students,671
04M012,All Students,673
04M012,All Students,
04M012,All Students,
04M012,All Students,
04M012,All Students,
04M012,All Students,
04M012,All Students,680
04M012,All Students,684
04M013,All Students,631
04M013,All Students,638
04M013,All Students,650
04M013,All Students,651
04M013,All Students,652
04M013,All Students,648
04M013,All Students,613
04M013,All Students,626
04M013,All Students,645
04M013,All Students,650
04M013,All Students,647
04M013,All Students,652
04M013,All Students,653
04M013,All Students,612
04M013,All Students,627
04M013,All Students,635
04M013,All Students,645
04M013,All Students,636
04M013,All Students,641
04M013,All Students,646
04M013,All Students,
04M013,All Students,
04M013,All Students,
04M013,All Students,
04M013,All Students,
04M013,All Students,648
04M013,All Students,649
04M037,All Students,641
04M037,All Students,648
04M037,All Students,659
04M037,All Students,654
04M037,All Students,661
04M037,All Students,661
04M037,All Students,666
04M037,All Students,627
04M037,All Students,652
04M037,All Students,651
04M037,All Students,653
04M037,All Students,651
04M037,All Students,664
04M037,All Students,665
04M037,All Students,645
04M037,All Students,633
04M037,All Students,663
04M037,All Students,665
04M037,All Students,662
04M037,All Students,660
04M037,All Students,664
04M037,All Students,630
04M037,All Students,
04M037,All Students,
04M037,All Students,
04M037,All Students,
04M037,All Students,
04M037,All Students,662
04M037,All Students,665
04M038,All Students,651
04M038,All Students,637
04M038,All Students,646
04M038,All Students,650
04M038,All Students,651
04M038,All Students,649
04M038,All Students,662
04M038,All Students,649
04M038,All Students,645
04M038,All Students,652
04M038,All Students,662
04M038,All Students,652
04M038,All Students,659
04M038,All Students,651
04M038,All Students,632
04M038,All Students,648
04M038,All Students,650
04M038,All Students,661
04M038,All Students,665
04M038,All Students,665
04M038,All Students,666
04M038,All Students,628
04M038,All Students,
04M038,All Students,
04M038,All Students,
04M038,All Students,
04M038,All Students,
04M038,All Students,658
04M038,All Students,659
04M045,All Students,628
04M045,All Students,637
04M045,All Students,649
04M045,All Students,648
04M045,All Students,647
04M045,All Students,648
04M045,All Students,618
04M045,All Students,623
04M045,All Students,634
04M045,All Students,644
04M045,All Students,648
04M045,All Students,648
04M045,All Students,648
04M045,All Students,612
04M045,All Students,619
04M045,All Students,631
04M045,All Students,635
04M045,All Students,635
04M045,All Students,638
04M045,All Students,642
04M045,All Students,
04M045,All Students,
04M045,All Students,
04M045,All Students,
04M045,All Students,
04M045,All Students,644
04M045,All Students,645
04M050,All Students,636
04M050,All Students,627
04M050,All Students,645
04M050,All Students,645
04M050,All Students,650
04M050,All Students,652
04M050,All Students,658
04M050,All Students,637
04M050,All Students,635
04M050,All Students,628
04M050,All Students,649
04M050,All Students,650
04M050,All Students,661
04M050,All Students,653
04M050,All Students,623
04M050,All Students,643
04M050,All Students,649
04M050,All Students,656
04M050,All Students,652
04M050,All Students,654
04M050,All Students,654
04M050,All Students,633
04M050,All Students,631
04M050,All Students,645
04M050,All Students,652
04M050,All Students,649
04M050,All Students,648
04M050,All Students,647
04M050,All Students,620
04M050,All Students,638
04M050,All Students,657
04M050,All Students,653
04M050,All Students,651
04M050,All Students,653
04M050,All Students,627
04M050,All Students,638
04M050,All Students,647
04M050,All Students,642
04M050,All Students,644
04M050,All Students,
04M050,All Students,
04M050,All Students,
04M050,All Students,
04M050,All Students,
04M050,All Students,652
04M050,All Students,652
04M057,All Students,661
04M057,All Students,652
04M057,All Students,657
04M057,All Students,670
04M057,All Students,666
04M057,All Students,665
04M057,All Students,665
04M057,All Students,648
04M057,All Students,642
04M057,All Students,651
04M057,All Students,661
04M057,All Students,674
04M057,All Students,676
04M057,All Students,675
04M057,All Students,649
04M057,All Students,654
04M057,All Students,653
04M057,All Students,678
04M057,All Students,670
04M057,All Students,668
04M057,All Students,666
04M057,All Students,639
04M057,All Students,655
04M057,All Students,660
04M057,All Students,661
04M057,All Students,662
04M057,All Students,660
04M057,All Students,659
04M057,All Students,648
04M057,All Students,654
04M057,All Students,665
04M057,All Students,668
04M057,All Students,658
04M057,All Students,667
04M057,All Students,662
04M057,All Students,646
04M057,All Students,657
04M057,All Students,658
04M057,All Students,660
04M057,All Students,649
04M057,All Students,664
04M057,All Students,
04M057,All Students,
04M057,All Students,
04M057,All Students,
04M057,All Students,
04M057,All Students,666
04M057,All Students,666
04M072,All Students,654
04M072,All Students,650
04M072,All Students,643
04M072,All Students,661
04M072,All Students,662
04M072,All Students,654
04M072,All Students,655
04M072,All Students,658
04M072,All Students,651
04M072,All Students,659
04M072,All Students,655
04M072,All Students,669
04M072,All Students,666
04M072,All Students,668
04M072,All Students,658
04M072,All Students,650
04M072,All Students,658
04M072,All Students,664
04M072,All Students,664
04M072,All Students,663
04M072,All Students,662
04M072,All Students,642
04M072,All Students,
04M072,All Students,
04M072,All Students,
04M072,All Students,
04M072,All Students,
04M072,All Students,661
04M072,All Students,661
04M083,All Students,674
04M083,All Students,659
04M083,All Students,685
04M083,All Students,691
04M083,All Students,676
04M083,All Students,673
04M083,All Students,667
04M083,All Students,663
04M083,All Students,662
04M083,All Students,669
04M083,All Students,688
04M083,All Students,686
04M083,All Students,687
