DBN,Demographic,Mean Scale Score
18K135,All Students,
18K135,All Students,
18K135,All Students,
18K135,All Students,
18K135,All Students,
18K135,All Students,663
18K135,All Students,665
18K208,All Students,658
18K208,All Students,660
18K208,All Students,663
18K208,All Students,664
18K208,All Students,659
18K208,All Students,659
18K208,All Students,658
18K208,All Students,666
18K208,All Students,659
18K208,All Students,672
18K208,All Students,666
18K208,All Students,663
18K208,All Students,674
18K208,All Students,676
18K208,All Students,660
18K208,All Students,668
18K208,All Students,664
18K208,All Students,668
18K208,All Students,681
18K208,All Students,668
18K208,All Students,671
18K208,All Students,
18K208,All Students,
18K208,All Students,
18K208,All Students,
18K208,All Students,
18K208,All Students,667
18K208,All Students,669
18K211,All Students,634
18K211,All Students,645
18K211,All Students,646
18K211,All Students,656
18K211,All Students,655
18K211,All Students,662
18K211,All Students,663
18K211,All Students,626
18K211,All Students,634
18K211,All Students,651
18K211,All Students,653
18K211,All Students,656
18K211,All Students,657
18K211,All Students,662
18K211,All Students,623
18K211,All Students,636
18K211,All Students,641
18K211,All Students,646
18K211,All Students,646
18K211,All Students,650
18K211,All Students,652
18K211,All Students,
18K211,All Students,
18K211,All Students,
18K211,All Students,
18K211,All Students,
18K211,All Students,656
18K211,All Students,659
18K219,All Students,640
18K219,All Students,652
18K219,All Students,656
18K219,All Students,659
18K219,All Students,654
18K219,All Students,655
18K219,All Students,657
18K219,All Students,647
18K219,All Students,650
18K219,All Students,653
18K219,All Students,666
18K219,All Students,666
18K219,All Students,669
18K219,All Students,668
18K219,All Students,649
18K219,All Students,649
18K219,All Students,654
18K219,All Students,660
18K219,All Students,662
18K219,All Students,665
18K219,All Students,663
18K219,All Students,
18K219,All Students,
18K219,All Students,
18K219,All Students,
18K219,All Students,
18K219,All Students,663
18K219,All Students,662
18K233,All Students,657
18K233,All Students,662
18K233,All Students,663
18K233,All Students,657
18K233,All Students,660
18K233,All Students,656
18K233,All Students,657
18K233,All Students,660
18K233,All Students,654
18K233,All Students,649
18K233,All Students,663
18K233,All Students,664
18K233,All Students,665
18K233,All Students,667
18K233,All Students,648
18K233,All Students,654
18K233,All Students,656
18K233,All Students,663
18K233,All Students,664
18K233,All Students,665
18K233,All Students,666
18K233,All Students,
18K233,All Students,
18K233,All Students,
18K233,All Students,
18K233,All Students,
18K233,All Students,662
18K233,All Students,664
18K235,All Students,673
18K235,All Students,674
18K235,All Students,673
18K235,All Students,676
18K235,All Students,672
18K235,All Students,661
18K235,All Students,669
18K235,All Students,681
18K235,All Students,669
18K235,All Students,672
18K235,All Students,673
18K235,All Students,672
18K235,All Students,677
18K235,All Students,678
18K235,All Students,671
18K235,All Students,671
18K235,All Students,665
18K235,All Students,672
18K235,All Students,670
18K235,All Students,672
18K235,All Students,673
18K235,All Students,700
18K235,All Students,703
18K235,All Students,690
18K235,All Students,686
18K235,All Students,682
18K235,All Students,677
18K235,All Students,680
18K235,All Students,695
18K235,All Students,685
18K235,All Students,689
18K235,All Students,690
18K235,All Students,694
18K235,All Students,681
18K235,All Students,684
18K235,All Students,685
18K235,All Students,697
18K235,All Students,692
18K235,All Students,695
18K235,All Students,686
18K235,All Students,674
18K235,All Students,680
18K235,All Students,
18K235,All Students,
18K235,All Students,
18K235,All Students,
18K235,All Students,
18K235,All Students,673
18K235,All Students,676
18K244,All Students,656
18K244,All Students,655
18K244,All Students,664
18K244,All Students,663
18K244,All Students,658
18K244,All Students,657
18K244,All Students,657
18K244,All Students,661
18K244,All Students,662
18K244,All Students,657
18K244,All Students,664
18K244,All Students,668
18K244,All Students,673
18K244,All Students,671
18K244,All Students,648
18K244,All Students,655
18K244,All Students,669
18K244,All Students,666
18K244,All Students,677
18K244,All Students,666
18K244,All Students,667
18K244,All Students,
18K244,All Students,
18K244,All Students,
18K244,All Students,
18K244,All Students,
18K244,All Students,665
18K244,All Students,666
18K268,All Students,648
18K268,All Students,650
18K268,All Students,655
18K268,All Students,657
18K268,All Students,658
18K268,All Students,655
18K268,All Students,659
18K268,All Students,654
18K268,All Students,662
18K268,All Students,651
18K268,All Students,662
18K268,All Students,658
18K268,All Students,663
18K268,All Students,659
18K268,All Students,641
18K268,All Students,650
18K268,All Students,656
18K268,All Students,665
18K268,All Students,671
18K268,All Students,663
18K268,All Students,665
18K268,All Students,
18K268,All Students,
18K268,All Students,
18K268,All Students,
18K268,All Students,
18K268,All Students,661
18K268,All Students,661
18K272,All Students,650
18K272,All Students,646
18K272,All Students,647
18K272,All Students,654
18K272,All Students,659
18K272,All Students,650
18K272,All Students,652
18K272,All Students,639
18K272,All Students,634
18K272,All Students,652
18K272,All Students,655
18K272,All Students,653
18K272,All Students,664
18K272,All Students,661
18K272,All Students,642
18K272,All Students,643
18K272,All Students,655
18K272,All Students,660
18K272,All Students,665
18K272,All Students,660
18K272,All Students,667
18K272,All Students,
18K272,All Students,
18K272,All Students,
18K272,All Students,
18K272,All Students,
18K272,All Students,657
18K272,All Students,659
18K276,All Students,645
18K276,All Students,646
18K276,All Students,660
18K276,All Students,660
18K276,All Students,661
18K276,All Students,657
18K276,All Students,660
18K276,All Students,661
18K276,All Students,653
18K276,All Students,662
18K276,All Students,662
18K276,All Students,660
18K276,All Students,666
18K276,All Students,669
18K276,All Students,661
18K276,All Students,663
18K276,All Students,661
18K276,All Students,668
18K276,All Students,673
18K276,All Students,666
18K276,All Students,665
18K276,All Students,
18K276,All Students,
18K276,All Students,
18K276,All Students,
18K276,All Students,
18K276,All Students,663
18K276,All Students,665
18K279,All Students,665
18K279,All Students,664
18K279,All Students,670
18K279,All Students,668
18K279,All Students,659
18K279,All Students,660
18K279,All Students,659
18K279,All Students,672
18K279,All Students,659
18K279,All Students,654
18K279,All Students,667
18K279,All Students,668
18K279,All Students,668
18K279,All Students,670
18K279,All Students,657
18K279,All Students,667
18K279,All Students,665
18K279,All Students,661
18K279,All Students,665
18K279,All Students,665
18K279,All Students,664
18K279,All Students,
18K279,All Students,
18K279,All Students,
18K279,All Students,
18K279,All Students,
18K279,All Students,664
18K279,All Students,664
18K285,All Students,641
18K285,All Students,650
18K285,All Students,652
18K285,All Students,657
18K285,All Students,659
18K285,All Students,659
18K285,All Students,658
18K285,All Students,636
18K285,All Students,645
18K285,All Students,658
18K285,All Students,658
18K285,All Students,657
18K285,All Students,660
18K285,All Students,663
18K285,All Students,641
18K285,All Students,643
18K285,All Students,646
18K285,All Students,652
18K285,All Students,651
18K285,All Students,650
18K285,All Students,651
18K285,All Students,
18K285,All Students,
18K285,All Students,
18K285,All Students,
18K285,All Students,
18K285,All Students,656
18K285,All Students,657
18K366,All Students,651
18K366,All Students,654
18K366,All Students,658
18K366,All Students,655
18K366,All Students,660
18K366,All Students,649
18K366,All Students,
18K366,All Students,655
18K366,All Students,655
18K581,All Students,641
18K581,All Students,650
18K581,All Students,648
18K581,All Students,650
18K581,All Students,652
18K581,All Students,651
18K581,All Students,644
18K581,All Students,646
18K581,All Students,653
18K581,All Students,633
18K581,All Students,636
18K581,All Students,645
18K581,All Students,
18K581,All Students,
18K581,All Students,
18K581,All Students,645
18K581,All Students,650
18K588,All Students,643
18K588,All Students,653
18K588,All Students,652
18K588,All Students,654
18K588,All Students,653
18K588,All Students,655
18K588,All Students,652
18K588,All Students,655
18K588,All Students,660
18K588,All Students,641
18K588,All Students,646
18K588,All Students,648
18K588,All Students,
18K588,All Students,
18K588,All Students,
18K588,All Students,652
18K588,All Students,654
18K598,All Students,653
18K598,All Students,658
18K598,All Students,654
18K598,All Students,656
18K598,All Students,657
18K598,All Students,655
18K598,All Students,657
18K598,All Students,659
18K598,All Students,664
18K598,All Students,649
18K598,All Students,649
18K598,All Students,652
18K598,All Students,
18K598,All Students,
18K598,All Students,
18K598,All Students,655
18K598,All Students,657
19K007,All Students,682
19K007,All Students,654
19K007,All Students,656
19K007,All Students,663
19K007,All Students,662
19K007,All Students,659
19K007,All Students,663
19K007,All Students,670
19K007,All Students,652
19K007,All Students,654
19K007,All Students,662
19K007,All Students,663
19K007,All Students,669
19K007,All Students,667
19K007,All Students,
19K007,All Students,
19K007,All Students,
19K007,All Students,
19K007,All Students,
19K007,All Students,663
19K007,All Students,666
19K013,All Students,644
19K013,All Students,639
19K013,All Students,644
19K013,All Students,658
19K013,All Students,659
19K013,All Students,651
19K013,All Students,655
19K013,All Students,626
19K013,All Students,635
19K013,All Students,647
19K013,All Students,645
19K013,All Students,652
19K013,All Students,664
19K013,All Students,658
19K013,All Students,638
19K013,All Students,644
19K013,All Students,656
19K013,All Students,665
19K013,All Students,654
19K013,All Students,654
19K013,All Students,661
19K013,All Students,
19K013,All Students,
19K013,All Students,
19K013,All Students,
19K013,All Students,
19K013,All Students,656
19K013,All Students,658
19K065,All Students,663
19K065,All Students,642
19K065,All Students,653
19K065,All Students,674
19K065,All Students,678
19K065,All Students,667
19K065,All Students,661
19K065,All Students,653
19K065,All Students,655
19K065,All Students,656
19K065,All Students,665
19K065,All Students,669
19K065,All Students,675
19K065,All Students,673
19K065,All Students,645
19K065,All Students,652
19K065,All Students,660
19K065,All Students,663
19K065,All Students,677
19K065,All Students,669
19K065,All Students,669
19K065,All Students,
19K065,All Students,
19K065,All Students,
19K065,All Students,
19K065,All Students,
19K065,All Students,670
19K065,All Students,667
19K072,All Students,650
19K072,All Students,642
19K072,All Students,639
19K072,All Students,648
19K072,All Students,636
19K072,All Students,637
19K072,All Students,639
19K072,All Students,643
19K072,All Students,641
19K072,All Students,641
19K072,All Students,646
19K072,All Students,641
19K072,All Students,651
19K072,All Students,651
19K072,All Students,652
19K072,All Students,642
19K072,All Students,634
19K072,All Students,654
19K072,All Students,651
19K072,All Students,648
19K072,All Students,649
19K072,All Students,650
19K072,All Students,638
19K072,All Students,641
19K072,All Students,
19K072,All Students,
19K072,All Students,
19K072,All Students,
19K072,All Students,
19K072,All Students,648
19K089,All Students,663
19K089,All Students,625
19K089,All Students,630
19K089,All Students,644
19K089,All Students,647
19K089,All Students,650
19K089,All Students,642
19K089,All Students,643
19K089,All Students,644
19K089,All Students,638
19K089,All Students,639
19K089,All Students,651
19K089,All Students,648
19K089,All Students,655
19K089,All Students,657
19K089,All Students,653
19K089,All Students,651
19K089,All Students,655
19K089,All Students,648
19K089,All Students,657
19K089,All Students,658
19K089,All Students,648
19K089,All Students,648
19K089,All Students,656
19K089,All Students,655
19K089,All Students,655
19K089,All Students,646
19K089,All Students,650
19K089,All Students,634
19K089,All Students,658
19K089,All Students,657
19K089,All Students,662
19K089,All Students,658
19K089,All Students,660
19K089,All Students,648
19K089,All Students,658
19K089,All Students,644
19K089,All Students,650
19K089,All Students,653
19K089,All Students,662
19K089,All Students,645
19K089,All Students,654
19K089,All Students,
19K089,All Students,
19K089,All Students,
19K089,All Students,
19K089,All Students,
19K089,All Students,650
19K089,All Students,651
19K108,All Students,678
19K108,All Students,667
19K108,All Students,657
19K108,All Students,668
19K108,All Students,659
19K108,All Students,661
19K108,All Students,657
19K108,All Students,665
19K108,All Students,662
19K108,All Students,662
19K108,All Students,659
19K108,All Students,667
19K108,All Students,665
19K108,All Students,669
19K108,All Students,655
19K108,All Students,659
19K108,All Students,661
19K108,All Students,667
19K108,All Students,669
19K108,All Students,669
19K108,All Students,669
19K108,All Students,
19K108,All Students,
19K108,All Students,
19K108,All Students,
19K108,All Students,
19K108,All Students,665
19K108,All Students,665
19K149,All Students,657
19K149,All Students,660
19K149,All Students,663
19K149,All Students,664
19K149,All Students,658
19K149,All Students,651
19K149,All Students,661
19K149,All Students,653
19K149,All Students,654
19K149,All Students,657
19K149,All Students,660
19K149,All Students,658
19K149,All Students,665
19K149,All Students,662
19K149,All Students,645
19K149,All Students,655
19K149,All Students,660
19K149,All Students,665
19K149,All Students,668
19K149,All Students,663
19K149,All Students,667
19K149,All Students,
19K149,All Students,
19K149,All Students,
19K149,All Students,
19K149,All Students,
19K149,All Students,660
19K149,All Students,663
19K158,All Students,663
19K158,All Students,651
19K158,All Students,659
19K158,All Students,668
19K158,All Students,656
19K158,All Students,659
19K158,All Students,655
19K158,All Students,647
19K158,All Students,641
19K158,All Students,642
19K158,All Students,651
19K158,All Students,654
19K158,All Students,662
19K158,All Students,665
19K158,All Students,643
19K158,All Students,651
19K158,All Students,653
19K158,All Students,658
19K158,All Students,662
19K158,All Students,663
19K158,All Students,662
19K158,All Students,
19K158,All Students,
19K158,All Students,
19K158,All Students,
19K158,All Students,
19K158,All Students,661
19K158,All Students,661
19K159,All Students,664
19K159,All Students,648
19K159,All Students,656
19K159,All Students,658
19K159,All Students,657
19K159,All Students,656
19K159,All Students,656
19K159,All Students,650
19K159,All Students,661
19K159,All Students,648
19K159,All Students,659
19K159,All Students,658
19K159,All Students,663
19K159,All Students,664
19K159,All Students,651
19K159,All Students,653
19K159,All Students,657
19K159,All Students,662
19K159,All Students,664
19K159,All Students,663
19K159,All Students,667
19K159,All Students,
19K159,All Students,
19K159,All Students,
19K159,All Students,
19K159,All Students,
19K159,All Students,661
19K159,All Students,663
19K166,All Students,625
19K166,All Students,628
19K166,All Students,639
19K166,All Students,649
19K166,All Students,649
19K166,All Students,650
19K166,All Students,651
19K166,All Students,627
19K166,All Students,626
19K166,All Students,638
19K166,All Students,641
19K166,All Students,645
19K166,All Students,647
19K166,All Students,647
19K166,All Students,619
19K166,All Students,632
19K166,All Students,627
19K166,All Students,638
19K166,All Students,637
19K166,All Students,639
19K166,All Students,641
19K166,All Students,
19K166,All Students,
19K166,All Students,
19K166,All Students,
19K166,All Students,
19K166,All Students,644
19K166,All Students,645
19K171,All Students,648
19K171,All Students,647
19K171,All Students,650
19K171,All Students,659
19K171,All Students,661
19K171,All Students,657
19K171,All Students,662
19K171,All Students,630
19K171,All Students,644
19K171,All Students,646
19K171,All Students,659
19K171,All Students,653
19K171,All Students,651
19K171,All Students,653
19K171,All Students,629
19K171,All Students,634
19K171,All Students,646
19K171,All Students,652
19K171,All Students,655
19K171,All Students,653
19K171,All Students,656
19K171,All Students,639
19K171,All Students,634
19K171,All Students,634
19K171,All Students,644
19K171,All Students,645
19K171,All Students,641
19K171,All Students,646
19K171,All Students,
19K171,All Students,
19K171,All Students,
19K171,All Students,
19K171,All Students,
19K171,All Students,649
19K171,All Students,653
19K174,All Students,636
19K174,All Students,646
19K174,All Students,644
19K174,All Students,640
19K174,All Students,651
19K174,All Students,653
19K174,All Students,648
19K174,All Students,627
19K174,All Students,633
19K174,All Students,648
19K174,All Students,646
19K174,All Students,652
19K174,All Students,659
19K174,All Students,660
19K174,All Students,630
19K174,All Students,643
19K174,All Students,641
19K174,All Students,653
19K174,All Students,653
19K174,All Students,657
19K174,All Students,662
19K174,All Students,622
19K174,All Students,635
19K174,All Students,643
19K174,All Students,650
19K174,All Students,654
19K174,All Students,652
19K174,All Students,648
19K174,All Students,637
19K174,All Students,642
19K174,All Students,651
19K174,All Students,651
19K174,All Students,650
19K174,All Students,658
19K174,All Students,653
19K174,All Students,628
19K174,All Students,634
19K174,All Students,643
19K174,All Students,641
19K174,All Students,642
19K174,All Students,648
19K174,All Students,648
19K174,All Students,
19K174,All Students,
19K174,All Students,
19K174,All Students,
19K174,All Students,
19K174,All Students,655
19K174,All Students,652
19K190,All Students,657
19K190,All Students,642
19K190,All Students,643
19K190,All Students,649
19K190,All Students,683
19K190,All Students,664
19K190,All Students,643
19K190,All Students,642
19K190,All Students,649
19K190,All Students,634
19K190,All Students,658
19K190,All Students,654
19K190,All Students,674
19K190,All Students,659
19K190,All Students,649
19K190,All Students,643
19K190,All Students,650
19K190,All Students,649
19K190,All Students,669
19K190,All Students,664
19K190,All Students,662
19K190,All Students,
19K190,All Students,
19K190,All Students,
19K190,All Students,
19K190,All Students,
19K190,All Students,667
19K190,All Students,655
19K202,All Students,655
19K202,All Students,648
19K202,All Students,648
19K202,All Students,659
19K202,All Students,651
19K202,All Students,652
19K202,All Students,648
19K202,All Students,645
19K202,All Students,653
19K202,All Students,660
19K202,All Students,663
19K202,All Students,660
19K202,All Students,661
19K202,All Students,658
19K202,All Students,651
19K202,All Students,651
19K202,All Students,655
19K202,All Students,670
19K202,All Students,664
19K202,All Students,658
19K202,All Students,658
19K202,All Students,642
19K202,All Students,656
19K202,All Students,655
19K202,All Students,670
19K202,All Students,656
19K202,All Students,659
19K202,All Students,656
19K202,All Students,636
19K202,All Students,643
19K202,All Students,655
19K202,All Students,653
19K202,All Students,654
19K202,All Students,654
19K202,All Students,660
19K202,All Students,631
19K202,All Students,638
19K202,All Students,644
19K202,All Students,650
19K202,All Students,639
19K202,All Students,646
19K202,All Students,645
19K202,All Students,
19K202,All Students,
19K202,All Students,
19K202,All Students,
19K202,All Students,
19K202,All Students,655
19K202,All Students,654
19K213,All Students,673
19K213,All Students,648
19K213,All Students,658
19K213,All Students,666
19K213,All Students,658
19K213,All Students,658
19K213,All Students,650
19K213,All Students,639
19K213,All Students,652
19K213,All Students,653
19K213,All Students,658
19K213,All Students,664
19K213,All Students,658
19K213,All Students,667
19K213,All Students,648
19K213,All Students,647
19K213,All Students,661
19K213,All Students,667
19K213,All Students,665
19K213,All Students,663
19K213,All Students,663
19K213,All Students,
19K213,All Students,
19K213,All Students,
19K213,All Students,
19K213,All Students,
19K213,All Students,660
19K213,All Students,659
19K214,All Students,662
19K214,All Students,640
19K214,All Students,658
19K214,All Students,662
19K214,All Students,658
19K214,All Students,657
19K214,All Students,663
19K214,All Students,649
19K214,All Students,653
19K214,All Students,642
19K214,All Students,662
19K214,All Students,664
19K214,All Students,669
19K214,All Students,669
19K214,All Students,644
19K214,All Students,646
19K214,All Students,655
19K214,All Students,661
19K214,All Students,666
19K214,All Students,664
19K214,All Students,669
19K214,All Students,
19K214,All Students,
19K214,All Students,
19K214,All Students,
19K214,All Students,
19K214,All Students,663
19K214,All Students,667
19K218,All Students,634
19K218,All Students,644
19K218,All Students,648
19K218,All Students,658
19K218,All Students,653
19K218,All Students,653
19K218,All Students,651
19K218,All Students,632
19K218,All Students,637
19K218,All Students,647
19K218,All Students,653
19K218,All Students,656
19K218,All Students,655
19K218,All Students,651
19K218,All Students,634
19K218,All Students,632
19K218,All Students,641
19K218,All Students,643
19K218,All Students,647
19K218,All Students,644
19K218,All Students,644
19K218,All Students,
19K218,All Students,
19K218,All Students,
19K218,All Students,
19K218,All Students,
19K218,All Students,650
19K218,All Students,649
19K224,All Students,645
19K224,All Students,636
19K224,All Students,646
19K224,All Students,654
19K224,All Students,654
19K224,All Students,651
19K224,All Students,648
19K224,All Students,631
19K224,All Students,635
19K224,All Students,642
19K224,All Students,649
19K224,All Students,660
19K224,All Students,656
19K224,All Students,657
19K224,All Students,640
19K224,All Students,640
19K224,All Students,645
19K224,All Students,655
19K224,All Students,658
19K224,All Students,661
19K224,All Students,655
19K224,All Students,631
19K224,All Students,654
19K224,All Students,640
19K224,All Students,655
19K224,All Students,660
19K224,All Students,658
19K224,All Students,657
19K224,All Students,
19K224,All Students,
19K224,All Students,
19K224,All Students,
19K224,All Students,
19K224,All Students,656
19K224,All Students,654
19K260,All Students,646
19K260,All Students,653
19K260,All Students,661
19K260,All Students,652
19K260,All Students,658
19K260,All Students,654
19K260,All Students,654
19K260,All Students,653
19K260,All Students,634
19K260,All Students,637
19K260,All Students,648
19K260,All Students,648
19K260,All Students,661
19K260,All Students,657
19K260,All Students,650
19K260,All Students,662
19K260,All Students,640
19K260,All Students,650
19K260,All Students,656
19K260,All Students,660
19K260,All Students,663
19K260,All Students,645
19K260,All Students,649
19K260,All Students,646
19K260,All Students,650
19K260,All Students,645
19K260,All Students,653
19K260,All Students,
19K260,All Students,
19K260,All Students,
19K260,All Students,
19K260,All Students,
19K260,All Students,657
19K260,All Students,658
19K273,All Students,654
19K273,All Students,651
19K273,All Students,659
19K273,All Students,671
19K273,All Students,661
19K273,All Students,657
19K273,All Students,654
19K273,All Students,648
19K273,All Students,648
19K273,All Students,656
19K273,All Students,668
19K273,All Students,677
19K273,All Students,669
19K273,All Students,668
19K273,All Students,644
19K273,All Students,652
19K273,All Students,654
19K273,All Students,660
19K273,All Students,664
19K273,All Students,668
19K273,All Students,663
19K273,All Students,
19K273,All Students,
19K273,All Students,
19K273,All Students,
19K273,All Students,
19K273,All Students,664
19K273,All Students,662
19K290,All Students,668
19K290,All Students,646
19K290,All Students,652
19K290,All Students,660
19K290,All Students,662
19K290,All Students,662
19K290,All Students,661
19K290,All Students,656
19K290,All Students,650
19K290,All Students,660
19K290,All Students,654
19K290,All Students,662
19K290,All Students,673
19K290,All Students,675
19K290,All Students,654
19K290,All Students,654
19K290,All Students,661
19K290,All Students,665
19K290,All Students,661
19K290,All Students,663
19K290,All Students,666
19K290,All Students,
19K290,All Students,
19K290,All Students,
19K290,All Students,
19K290,All Students,
19K290,All Students,666
19K290,All Students,667
19K292,All Students,634
19K292,All Students,645
19K292,All Students,645
19K292,All Students,658
19K292,All Students,654
19K292,All Students,659
19K292,All Students,658
19K292,All Students,638
19K292,All Students,636
19K292,All Students,653
19K292,All Students,656
19K292,All Students,654
19K292,All Students,658
19K292,All Students,664
19K292,All Students,633
19K292,All Students,636
19K292,All Students,639
19K292,All Students,650
19K292,All Students,643
19K292,All Students,645
19K292,All Students,651
19K292,All Students,
19K292,All Students,
19K292,All Students,
19K292,All Students,
19K292,All Students,
19K292,All Students,654
19K292,All Students,658
19K302,All Students,626
19K302,All Students,638
19K302,All Students,636
19K302,All Students,651
19K302,All Students,649
19K302,All Students,653
19K302,All Students,652
19K302,All Students,630
19K302,All Students,626
19K302,All Students,646
19K302,All Students,650
19K302,All Students,653
19K302,All Students,651
19K302,All Students,653
19K302,All Students,628
19K302,All Students,628
19K302,All Students,629
19K302,All Students,637
19K302,All Students,638
19K302,All Students,641
19K302,All Students,641
19K302,All Students,
19K302,All Students,
19K302,All Students,
19K302,All Students,
19K302,All Students,
19K302,All Students,648
19K302,All Students,648
19K306,All Students,634
19K306,All Students,625
19K306,All Students,630
19K306,All Students,638
19K306,All Students,654
19K306,All Students,650
19K306,All Students,652
19K306,All Students,646
19K306,All Students,640
19K306,All Students,640
19K306,All Students,649
19K306,All Students,647
19K306,All Students,655
19K306,All Students,664
19K306,All Students,643
19K306,All Students,652
19K306,All Students,649
19K306,All Students,655
19K306,All Students,658
19K306,All Students,654
19K306,All Students,658
19K306,All Students,635
19K306,All Students,640
19K306,All Students,643
19K306,All Students,651
19K306,All Students,651
19K306,All Students,652
19K306,All Students,651
19K306,All Students,630
19K306,All Students,643
19K306,All Students,655
19K306,All Students,650
19K306,All Students,652
19K306,All Students,655
19K306,All Students,648
19K306,All Students,647
19K306,All Students,645
19K306,All Students,637
19K306,All Students,644
19K306,All Students,
19K306,All Students,
19K306,All Students,
19K306,All Students,
19K306,All Students,
19K306,All Students,650
19K306,All Students,654
19K311,All Students,650
19K311,All Students,643
19K311,All Students,644
19K311,All Students,657
19K311,All Students,652
19K311,All Students,652
19K311,All Students,651
19K311,All Students,649
19K311,All Students,641
19K311,All Students,649
19K311,All Students,652
19K311,All Students,656
19K311,All Students,655
19K311,All Students,658
19K311,All Students,647
19K311,All Students,653
19K311,All Students,645
19K311,All Students,644
19K311,All Students,646
19K311,All Students,645
19K311,All Students,647
19K311,All Students,
19K311,All Students,
19K311,All Students,
19K311,All Students,
19K311,All Students,
19K311,All Students,651
19K311,All Students,652
19K328,All Students,652
19K328,All Students,636
19K328,All Students,644
19K328,All Students,642
19K328,All Students,655
19K328,All Students,651
19K328,All Students,642
19K328,All Students,646
19K328,All Students,633
19K328,All Students,630
19K328,All Students,648
19K328,All Students,643
19K328,All Students,655
19K328,All Students,645
19K328,All Students,633
19K328,All Students,652
19K328,All Students,653
19K328,All Students,646
19K328,All Students,652
19K328,All Students,652
19K328,All Students,656
19K328,All Students,639
19K328,All Students,641
19K328,All Students,654
19K328,All Students,654
19K328,All Students,650
19K328,All Students,647
19K328,All Students,652
19K328,All Students,621
19K328,All Students,638
19K328,All Students,653
19K328,All Students,657
19K328,All Students,649
19K328,All Students,649
19K328,All Students,656
19K328,All Students,633
19K328,All Students,633
19K328,All Students,642
19K328,All Students,647
19K328,All Students,646
19K328,All Students,647
19K328,All Students,640
19K328,All Students,
19K328,All Students,
19K328,All Students,
19K328,All Students,
19K328,All Students,
19K328,All Students,650
19K328,All Students,648
19K345,All Students,664
19K345,All Students,651
19K345,All Students,639
19K345,All Students,654
19K345,All Students,653
19K345,All Students,653
19K345,All Students,653
19K345,All Students,659
19K345,All Students,652
19K345,All Students,651
19K345,All Students,651
19K345,All Students,654
19K345,All Students,650
19K345,All Students,662
19K345,All Students,655
19K345,All Students,657
19K345,All Students,656
19K345,All Students,664
19K345,All Students,665
19K345,All Students,660
19K345,All Students,662
19K345,All Students,
19K345,All Students,
19K345,All Students,
19K345,All Students,
19K345,All Students,
19K345,All Students,654
19K345,All Students,659
19K346,All Students,659
19K346,All Students,658
19K346,All Students,651
19K346,All Students,664
19K346,All Students,666
19K346,All Students,659
19K346,All Students,664
19K346,All Students,649
19K346,All Students,658
19K346,All Students,663
19K346,All Students,660
19K346,All Students,665
19K346,All Students,670
19K346,All Students,665
19K346,All Students,652
19K346,All Students,651
19K346,All Students,658
19K346,All Students,667
19K346,All Students,662
19K346,All Students,664
19K346,All Students,665
19K346,All Students,646
19K346,All Students,
19K346,All Students,
19K346,All Students,
19K346,All Students,
19K346,All Students,
19K346,All Students,664
19K346,All Students,665
19K364,All Students,677
19K364,All Students,654
19K364,All Students,655
19K364,All Students,661
19K364,All Students,658
19K364,All Students,659
19K364,All Students,660
19K364,All Students,642
19K364,All Students,655
19K364,All Students,662
19K364,All Students,662
19K364,All Students,660
19K364,All Students,660
19K364,All Students,663
19K364,All Students,640
19K364,All Students,640
19K364,All Students,658
19K364,All Students,661
19K364,All Students,651
19K364,All Students,652
19K364,All Students,655
19K364,All Students,
19K364,All Students,
19K364,All Students,
19K364,All Students,
19K364,All Students,
19K364,All Students,657
19K364,All Students,659
19K409,All Students,664
19K409,All Students,656
19K409,All Students,658
19K409,All Students,677
19K409,All Students,664
19K409,All Students,666
19K409,All Students,667
19K409,All Students,666
19K409,All Students,666
19K409,All Students,672
19K409,All Students,662
19K409,All Students,675
19K409,All Students,672
19K409,All Students,671
19K409,All Students,668
19K409,All Students,659
19K409,All Students,669
19K409,All Students,664
19K409,All Students,653
19K409,All Students,665
19K409,All Students,665
19K409,All Students,
19K409,All Students,
19K409,All Students,
19K409,All Students,
19K409,All Students,
19K409,All Students,668
19K409,All Students,668
19K452,All Students,665
19K452,All Students,657
19K452,All Students,664
19K452,All Students,662
19K452,All Students,663
19K452,All Students,666
19K452,All Students,664
19K452,All Students,665
19K452,All Students,665
19K452,All Students,665
19K452,All Students,668
19K452,All Students,661
19K452,All Students,665
19K452,All Students,655
19K452,All Students,659
19K452,All Students,
19K452,All Students,
19K452,All Students,
19K452,All Students,
19K452,All Students,661
19K452,All Students,665
19K677,All Students,652
19K677,All Students,653
19K677,All Students,652
19K677,All Students,660
19K677,All Students,661
19K677,All Students,658
19K677,All Students,
19K677,All Students,657
19K677,All Students,656
19K678,All Students,653
19K678,All Students,655
19K678,All Students,658
19K678,All Students,653
19K678,All Students,658
19K678,All Students,645
19K678,All Students,
19K678,All Students,654
19K678,All Students,654
20K030,All Students,657
20K030,All Students,652
20K030,All Students,656
20K030,All Students,665
20K030,All Students,664
20K030,All Students,666
20K030,All Students,664
20K030,All Students,656
20K030,All Students,654
20K030,All Students,663
20K030,All Students,664
20K030,All Students,669
20K030,All Students,663
20K030,All Students,670
20K030,All Students,654
20K030,All Students,651
20K030,All Students,664
20K030,All Students,667
20K030,All Students,662
20K030,All Students,658
20K030,All Students,658
20K030,All Students,
20K030,All Students,
20K030,All Students,
20K030,All Students,
20K030,All Students,
20K030,All Students,662
20K030,All Students,664
